	Ssid284.fastq.trim.sam.counts	Ssid401.fastq.trim.sam.counts	Ssid402.fastq.trim.sam.counts	Ssid405.fastq.trim.sam.counts	Ssid409.fastq.trim.sam.counts	Ssid411.fastq.trim.sam.counts	Ssid412.fastq.trim.sam.counts	Ssid413.fastq.trim.sam.counts	Ssid415.fastq.trim.sam.counts	Ssid416.fastq.trim.sam.counts	Ssid417.fastq.trim.sam.counts	Ssid418.fastq.trim.sam.counts	Ssid429.fastq.trim.sam.counts	Ssid430.fastq.trim.sam.counts	Ssid435.fastq.trim.sam.counts	Ssid436.fastq.trim.sam.counts	Ssid438.fastq.trim.sam.counts	Ssid440.fastq.trim.sam.counts	Ssid444.fastq.trim.sam.counts	Ssid445.fastq.trim.sam.counts	Ssid446.fastq.trim.sam.counts	Ssid447.fastq.trim.sam.counts	Ssid450.fastq.trim.sam.counts	Ssid451.fastq.trim.sam.counts	Ssid454.fastq.trim.sam.counts	Ssid455.fastq.trim.sam.counts	Ssid456F.fastq.trim.sam.counts	Ssid457.fastq.trim.sam.counts	Ssid458.fastq.trim.sam.counts	Ssid460.fastq.trim.sam.counts	Ssid461.fastq.trim.sam.counts	Ssid463.fastq.trim.sam.counts	Ssid464.fastq.trim.sam.counts	Ssid467.fastq.trim.sam.counts	Ssid470.fastq.trim.sam.counts	Ssid471.fastq.trim.sam.counts	Ssid472.fastq.trim.sam.counts	Ssid476.fastq.trim.sam.counts	Ssid477.fastq.trim.sam.counts	Ssid495.fastq.trim.sam.counts	Ssid497.fastq.trim.sam.counts	Ssid498.fastq.trim.sam.counts	Ssid499.fastq.trim.sam.counts	Ssid889.fastq.trim.sam.counts	Ssid890.fastq.trim.sam.counts	Ssid891.fastq.trim.sam.counts	Ssid892.fastq.trim.sam.counts	Ssid893.fastq.trim.sam.counts	Ssid919.fastq.trim.sam.counts	Ssid922.fastq.trim.sam.counts	Ssid923.fastq.trim.sam.counts	Ssid924.fastq.trim.sam.counts	Ssid959.fastq.trim.sam.counts	Ssid960.fastq.trim.sam.counts	Ssid961.fastq.trim.sam.counts	Ssid971.fastq.trim.sam.counts	Ssid973.fastq.trim.sam.counts	SsidUNK.fastq.trim.sam.counts	
isogroup264836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup264837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup264838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264840	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	
isogroup264843	1	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup264851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264852	12	11	30	19	14	13	21	14	8	9	6	13	10	9	8	13	26	5	7	16	12	8	12	15	15	15	9	14	12	13	13	9	12	5	15	5	24	6	15	21	7	2	11	11	17	4	11	3	4	2	12	9	14	3	4	13	16	9	
isogroup264857	20	8	43	23	22	13	27	14	22	22	19	15	25	28	12	28	31	12	16	33	28	12	20	16	20	18	20	21	8	22	19	15	27	12	24	7	21	6	20	24	17	7	13	19	13	8	10	8	16	10	17	25	7	5	6	21	11	19	
isogroup264859	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264860	6	11	34	11	15	6	16	15	5	11	6	10	14	18	15	13	23	9	12	20	23	4	7	8	8	16	10	18	7	12	15	17	14	6	10	10	37	8	10	11	6	1	5	12	10	6	9	2	9	2	21	24	16	3	7	28	4	11	
isogroup264863	8	2	39	9	19	3	20	15	14	16	6	10	12	13	11	10	19	12	10	22	12	1	4	11	13	7	13	16	14	16	24	5	10	3	6	10	17	12	12	20	9	3	4	9	10	1	8	4	6	0	13	11	3	4	4	16	10	8	
isogroup264865	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	2	0	0	0	1	0	
isogroup264867	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264874	18	8	48	24	15	14	14	19	13	14	10	18	20	22	10	11	31	6	21	19	17	4	6	14	15	17	20	15	14	14	13	20	18	7	18	10	32	9	28	24	8	1	11	15	16	7	19	3	11	0	27	17	12	4	8	18	16	14	
isogroup264876	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup264880	1	0	0	4	1	0	0	0	3	0	0	1	0	0	2	1	0	0	0	1	1	0	1	2	0	0	1	1	0	0	1	1	0	0	0	2	0	0	1	0	0	1	1	0	2	0	0	0	1	1	1	0	0	2	0	0	1	0	
isogroup264881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup264884	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup264885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264886	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup264889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup264890	6	14	60	17	14	21	17	16	21	10	14	21	14	17	19	9	27	17	18	16	20	11	11	17	7	12	16	14	7	18	24	9	26	10	28	12	42	5	14	22	7	4	15	13	24	8	16	8	0	0	24	17	14	3	10	24	10	10	
isogroup264894	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264895	1	1	12	3	3	5	5	5	1	3	4	5	6	6	1	5	3	4	3	3	3	1	0	4	8	4	2	4	2	5	7	5	0	1	2	2	4	2	6	4	2	3	3	4	3	2	2	2	3	0	6	8	7	1	2	1	6	3	
isogroup264897	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264899	2	1	2	3	3	2	5	1	1	0	2	2	3	6	1	3	6	2	4	3	5	0	0	0	0	1	4	3	0	2	4	1	4	0	2	3	4	1	2	3	1	0	4	4	2	0	2	2	0	0	1	2	1	0	0	3	1	5	
isogroup264902	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264905	0	0	3	0	1	1	1	1	0	0	2	0	0	0	2	0	1	2	0	2	0	0	0	0	0	1	1	2	0	0	2	0	2	0	1	1	2	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	
isogroup264906	14	4	48	20	24	11	21	17	10	9	7	11	18	18	23	13	22	1	17	34	24	4	3	13	14	11	9	14	11	6	17	7	19	2	16	13	25	8	17	28	20	1	16	15	14	3	18	5	7	2	23	23	9	5	16	23	6	15	
isogroup264908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264912	5	4	40	11	16	2	10	11	11	6	5	9	12	10	17	11	15	1	13	11	18	7	8	12	2	7	12	11	9	15	15	15	15	7	17	8	31	12	16	20	8	0	4	17	16	2	18	8	6	0	24	12	15	3	7	21	13	9	
isogroup264914	13	3	28	9	14	5	14	9	11	15	15	12	15	15	19	6	22	4	10	13	12	2	7	11	9	16	16	8	7	11	13	9	7	5	5	5	21	7	14	12	6	2	6	1	16	3	12	5	1	0	13	23	12	3	5	10	10	7	
isogroup264918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup264919	1	1	3	2	6	0	5	5	6	3	3	4	3	3	3	3	6	1	4	4	0	4	5	1	2	1	1	4	2	1	3	3	5	5	2	0	2	0	4	5	2	0	1	1	2	2	6	4	1	1	5	4	9	0	1	3	1	3	
isogroup264920	5	3	6	7	7	2	7	9	2	1	2	5	3	6	4	5	5	1	3	1	5	2	8	2	2	4	6	4	4	0	2	5	6	3	6	3	5	3	4	4	3	3	3	2	4	0	4	1	5	1	3	4	7	3	1	6	2	0	
isogroup264921	12	1	15	7	10	1	4	4	6	4	5	7	4	14	16	5	12	3	5	6	7	0	4	7	5	5	7	7	6	8	5	7	7	1	10	4	19	3	7	11	2	1	6	5	7	0	7	2	9	0	11	5	8	2	5	7	2	7	
isogroup264922	6	1	13	2	0	4	9	4	2	0	1	2	4	4	2	6	7	2	2	4	6	2	1	6	2	3	2	4	0	0	4	1	0	2	5	1	11	2	6	4	4	0	3	0	1	2	5	1	1	1	10	5	1	2	2	3	2	1	
isogroup264923	6	8	36	11	13	13	17	12	15	14	8	20	16	17	9	7	18	6	15	24	17	3	6	8	14	24	11	11	9	13	17	14	6	5	10	13	28	5	15	14	6	2	4	8	20	2	12	5	4	0	11	23	12	8	8	12	16	2	
isogroup264927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264931	4	0	8	5	2	1	2	2	0	1	1	4	7	2	1	0	3	0	2	1	1	0	0	2	2	3	1	2	0	1	2	1	1	3	0	2	6	0	2	2	2	0	0	2	1	1	2	0	2	0	2	1	2	0	1	0	1	1	
isogroup264932	6	29	17	10	11	16	14	16	11	9	5	6	13	6	6	9	5	11	3	15	1	18	16	5	9	11	12	19	5	14	12	9	10	1	11	7	13	7	11	11	11	7	10	8	18	21	10	12	7	2	15	5	6	5	3	9	7	10	
isogroup264937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264938	7	7	35	12	19	12	25	13	10	7	9	16	24	16	11	3	20	10	15	26	16	9	9	15	11	19	19	21	14	13	25	4	12	5	17	6	21	11	25	21	8	6	12	6	13	3	18	9	3	0	15	12	4	3	11	22	16	8	
isogroup264942	5	0	36	6	5	2	6	2	7	6	4	5	9	5	8	4	14	1	13	3	5	2	3	5	5	5	7	6	4	7	12	8	8	1	5	7	10	3	9	15	4	0	8	9	5	1	6	0	0	1	8	5	5	2	2	13	9	4	
isogroup264944	14	7	69	37	24	25	27	26	15	14	26	13	38	37	14	23	25	9	29	25	18	4	20	22	11	19	28	28	13	25	30	17	19	10	31	9	33	15	29	20	18	2	9	18	20	5	22	13	12	1	24	22	14	4	8	17	17	14	
isogroup264946	14	5	42	17	20	9	8	18	10	13	14	10	19	15	10	15	19	6	15	25	8	4	11	15	14	14	10	19	8	27	21	15	16	6	25	14	19	13	19	13	13	0	13	15	14	0	14	5	2	1	18	4	11	3	5	14	16	3	
isogroup264949	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264951	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	
isogroup264953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup264954	1	0	0	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
isogroup264955	0	0	4	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	1	2	0	0	0	1	0	0	0	0	1	1	3	2	1	0	0	1	0	0	
isogroup264956	3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264959	53	38	101	49	44	35	64	43	27	58	23	19	51	68	37	53	44	35	36	74	47	16	32	38	51	32	46	76	42	48	58	21	50	9	46	36	67	25	57	49	35	13	21	20	38	14	22	19	2	1	43	35	29	8	14	27	18	35	
isogroup264960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
isogroup264966	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264969	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	
isogroup264972	2	1	4	1	2	0	0	0	3	1	3	2	1	1	1	0	0	0	1	2	0	0	2	0	1	1	3	0	0	1	1	1	3	0	2	1	2	0	0	4	1	0	1	0	0	1	0	0	0	0	2	3	3	0	3	1	0	0	
isogroup264975	2	3	24	4	3	6	15	7	18	6	2	4	1	5	4	13	4	7	9	14	12	3	6	1	5	5	4	7	4	4	11	3	5	1	7	5	11	3	10	12	1	4	5	1	5	4	8	2	7	0	15	10	9	3	6	7	2	8	
isogroup264976	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup264977	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0	0	0	
isogroup264981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup264982	0	1	2	1	0	1	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	2	0	1	0	1	1	0	0	0	0	3	1	2	0	1	1	0	0	2	0	0	0	1	1	1	
isogroup264987	1	0	3	1	3	1	0	0	1	0	0	0	3	0	0	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	1	
isogroup264988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup264989	2	2	9	3	2	0	5	4	2	1	2	2	1	5	0	0	3	0	1	6	1	2	1	3	2	0	1	5	1	3	1	1	6	2	4	1	5	1	2	4	2	0	3	4	6	0	2	0	0	0	1	1	1	1	0	4	1	1	
isogroup264993	11	4	47	9	16	18	15	18	27	12	10	6	19	15	14	11	24	6	13	16	14	7	7	8	10	12	17	20	11	19	21	12	15	1	6	12	12	11	12	15	18	4	15	7	12	2	10	4	5	0	13	21	5	4	12	18	9	6	
isogroup264994	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup264996	0	1	1	1	0	0	1	1	3	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	1	1	0	1	0	0	
isogroup264998	1	0	2	3	7	3	2	2	3	2	2	2	4	6	5	5	4	3	5	8	4	0	6	1	4	5	1	4	1	2	5	2	3	0	4	1	8	4	7	5	5	0	5	1	4	2	4	4	2	0	6	5	3	0	3	2	3	0	
isogroup265001	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup265006	4	1	6	2	3	3	2	3	1	2	0	2	6	3	3	0	4	1	1	4	1	1	5	3	0	1	3	1	0	2	3	2	2	1	0	1	5	1	9	3	1	0	0	1	4	0	3	2	0	0	1	2	2	0	2	5	0	0	
isogroup265012	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup265013	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	
isogroup265020	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup265023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
isogroup265025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup265028	2	1	5	2	1	0	5	1	1	3	1	0	3	2	7	1	1	1	2	0	4	0	0	1	2	6	1	4	1	0	1	4	1	0	0	1	2	1	3	4	1	0	1	0	2	1	1	0	1	0	2	1	1	0	0	0	0	0	
isogroup265029	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	
isogroup265030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup265031	20	8	41	17	17	7	24	12	15	15	9	17	14	19	21	13	16	15	16	18	15	9	9	3	20	22	9	20	12	11	23	12	10	5	15	11	21	8	24	26	9	8	14	6	14	3	14	4	7	1	17	19	12	7	6	7	11	9	
isogroup265041	33	19	45	68	53	16	26	56	62	63	23	34	39	50	32	59	39	25	41	50	41	16	54	37	18	32	44	38	40	51	65	46	50	24	42	47	44	35	39	83	20	16	50	48	44	68	61	78	61	74	46	108	62	58	54	30	29	60	
isogroup265044	0	0	0	1	0	0	1	1	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0	0	1	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup265048	3	0	3	6	3	4	6	6	2	2	3	1	1	3	3	4	5	1	5	4	5	0	2	5	4	2	1	2	2	0	7	2	3	0	1	3	0	0	5	7	3	0	1	0	1	0	3	1	1	1	3	3	0	0	4	5	1	3	
isogroup265052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup265054	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup265058	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	
isogroup265059	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup265064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup265065	9	14	24	18	11	12	16	13	9	5	12	10	20	23	8	13	25	8	12	25	19	8	12	11	14	10	13	13	12	15	12	9	9	5	14	17	17	9	23	33	20	1	9	7	20	12	16	6	2	2	18	22	11	8	7	14	11	7	
isogroup265066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup265069	3	1	35	13	9	4	15	13	5	5	10	6	15	10	12	5	27	5	11	15	11	1	4	11	2	6	10	11	7	5	18	11	10	7	9	11	28	6	7	18	7	2	11	9	14	0	8	2	2	3	7	17	14	2	6	11	8	8	
isogroup265071	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	
isogroup265072	6	5	32	9	11	10	13	10	8	6	8	10	15	9	12	6	21	6	13	16	6	3	3	7	7	4	8	12	8	6	16	8	5	2	7	8	16	4	11	16	8	2	10	3	8	2	13	1	3	1	8	11	9	4	7	11	6	8	
isogroup265073	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup265074	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup265075	9	4	35	10	7	4	15	9	4	9	10	3	5	8	10	5	18	1	12	4	11	3	3	9	7	2	8	9	8	4	9	6	7	5	14	5	10	8	11	13	5	0	2	11	13	2	10	1	3	1	14	16	14	4	5	9	6	6	
isogroup265076	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
