	Ssid284.fastq.trim.sam.counts	Ssid401.fastq.trim.sam.counts	Ssid402.fastq.trim.sam.counts	Ssid405.fastq.trim.sam.counts	Ssid409.fastq.trim.sam.counts	Ssid411.fastq.trim.sam.counts	Ssid412.fastq.trim.sam.counts	Ssid413.fastq.trim.sam.counts	Ssid415.fastq.trim.sam.counts	Ssid416.fastq.trim.sam.counts	Ssid417.fastq.trim.sam.counts	Ssid418.fastq.trim.sam.counts	Ssid429.fastq.trim.sam.counts	Ssid430.fastq.trim.sam.counts	Ssid435.fastq.trim.sam.counts	Ssid436.fastq.trim.sam.counts	Ssid438.fastq.trim.sam.counts	Ssid440.fastq.trim.sam.counts	Ssid444.fastq.trim.sam.counts	Ssid445.fastq.trim.sam.counts	Ssid446.fastq.trim.sam.counts	Ssid447.fastq.trim.sam.counts	Ssid450.fastq.trim.sam.counts	Ssid451.fastq.trim.sam.counts	Ssid454.fastq.trim.sam.counts	Ssid455.fastq.trim.sam.counts	Ssid456F.fastq.trim.sam.counts	Ssid457.fastq.trim.sam.counts	Ssid458.fastq.trim.sam.counts	Ssid460.fastq.trim.sam.counts	Ssid461.fastq.trim.sam.counts	Ssid463.fastq.trim.sam.counts	Ssid464.fastq.trim.sam.counts	Ssid467.fastq.trim.sam.counts	Ssid470.fastq.trim.sam.counts	Ssid471.fastq.trim.sam.counts	Ssid472.fastq.trim.sam.counts	Ssid476.fastq.trim.sam.counts	Ssid477.fastq.trim.sam.counts	Ssid495.fastq.trim.sam.counts	Ssid497.fastq.trim.sam.counts	Ssid498.fastq.trim.sam.counts	Ssid499.fastq.trim.sam.counts	Ssid889.fastq.trim.sam.counts	Ssid890.fastq.trim.sam.counts	Ssid891.fastq.trim.sam.counts	Ssid892.fastq.trim.sam.counts	Ssid893.fastq.trim.sam.counts	Ssid919.fastq.trim.sam.counts	Ssid922.fastq.trim.sam.counts	Ssid923.fastq.trim.sam.counts	Ssid924.fastq.trim.sam.counts	Ssid959.fastq.trim.sam.counts	Ssid960.fastq.trim.sam.counts	Ssid961.fastq.trim.sam.counts	Ssid971.fastq.trim.sam.counts	Ssid973.fastq.trim.sam.counts	SsidUNK.fastq.trim.sam.counts	
isogroup115832	0	0	0	0	1	0	1	1	1	2	4	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	2	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	
isogroup115834	9	12	45	14	13	19	24	24	24	19	7	13	17	16	20	11	17	5	34	21	19	2	14	17	13	18	13	17	16	14	19	8	15	6	14	10	26	8	12	18	17	3	11	10	8	5	20	9	5	0	17	18	19	5	18	10	12	5	
isogroup115838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup115839	3	2	12	2	3	4	3	4	4	4	5	2	1	5	2	2	4	3	4	7	5	4	3	6	2	5	5	7	3	3	7	3	7	3	6	0	10	3	7	5	5	1	3	5	5	2	5	0	1	0	6	5	6	0	3	7	4	4	
isogroup115840	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
isogroup115841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115842	1	1	6	1	1	0	0	1	2	2	0	0	3	1	1	0	2	0	3	0	0	1	1	2	0	0	0	0	1	1	0	1	0	0	2	0	3	1	1	3	0	0	0	0	2	0	2	0	1	0	0	3	3	0	0	0	1	0	
isogroup115843	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115844	4	5	20	5	9	7	13	11	12	3	6	7	7	10	11	4	6	6	1	15	8	2	5	8	8	2	5	8	2	7	7	4	8	3	13	1	8	6	4	10	5	1	2	7	7	2	6	1	3	2	12	11	15	4	5	4	8	5	
isogroup115847	60	50	188	59	87	54	88	64	52	60	48	57	66	72	54	53	74	45	60	89	62	29	56	72	56	66	64	83	47	84	78	56	63	21	61	42	115	38	74	88	52	17	60	40	68	26	80	42	20	3	59	41	24	13	50	70	43	34	
isogroup115848	7	4	23	11	11	7	7	10	11	4	7	6	11	12	8	7	20	3	10	12	12	1	6	7	9	5	6	12	9	6	13	1	17	3	9	9	12	6	7	14	7	3	6	6	6	2	10	2	7	0	19	3	13	4	6	18	9	6	
isogroup115849	3	5	29	11	21	10	17	11	6	9	9	6	22	15	9	7	20	11	16	18	24	4	11	17	16	15	19	26	5	6	18	9	15	3	19	12	26	7	19	21	8	1	9	12	14	1	15	4	5	0	15	12	16	7	8	18	12	3	
isogroup115850	7	2	23	3	3	3	10	2	9	2	4	2	5	3	7	3	9	4	11	5	4	2	2	4	7	1	5	4	3	5	7	1	3	0	2	6	5	5	3	11	3	3	5	1	3	2	6	3	3	0	9	9	0	0	3	5	3	2	
isogroup115851	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup115855	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115857	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115858	0	2	7	1	0	2	0	2	1	2	0	1	2	3	0	0	2	3	1	1	1	0	0	3	1	2	2	3	1	2	1	1	3	0	1	1	1	0	0	3	0	1	0	1	1	4	1	1	1	0	2	2	0	1	2	1	2	0	
isogroup115859	0	2	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115860	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115862	16	5	40	22	17	14	21	26	17	24	15	19	31	26	23	13	28	16	18	36	24	8	11	11	17	21	25	23	11	23	17	26	20	8	41	10	49	11	20	26	12	4	25	24	15	7	12	5	2	0	17	18	21	5	13	30	16	11	
isogroup115864	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115867	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	
isogroup115869	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup115870	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115871	6	2	8	6	11	7	5	13	6	10	6	9	12	11	9	9	18	9	5	13	7	3	11	4	11	0	9	10	6	2	5	9	5	3	8	6	16	4	8	2	8	3	6	5	20	1	7	2	4	1	5	5	11	0	9	12	6	9	
isogroup115872	7	2	26	5	13	7	11	8	13	9	4	3	7	9	4	9	12	9	7	7	15	1	8	6	7	12	5	6	5	7	6	11	6	1	8	4	8	7	11	10	5	7	11	7	3	2	7	1	2	0	6	10	7	4	8	14	4	3	
isogroup115873	12	7	17	8	10	4	6	3	7	5	7	4	6	12	7	5	13	4	11	9	13	6	9	11	9	12	7	9	7	6	13	4	6	2	8	4	10	5	7	7	2	4	3	6	9	0	2	6	2	0	16	7	6	2	11	14	8	5	
isogroup115874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115880	11	2	24	6	11	4	11	7	9	2	6	4	10	8	8	10	19	0	6	4	6	2	4	6	5	7	7	5	5	5	16	10	12	4	6	8	15	11	8	19	7	3	4	5	6	3	4	4	1	1	12	11	8	2	4	10	3	0	
isogroup115881	13	11	48	16	10	4	17	15	23	9	7	5	11	21	7	8	13	7	15	16	15	11	10	10	15	15	11	18	10	10	15	3	19	5	17	3	16	6	13	28	12	3	7	8	10	0	7	4	4	0	20	12	13	4	5	11	9	7	
isogroup115882	8	4	20	7	6	0	7	11	6	6	2	2	8	11	3	6	7	5	1	2	5	2	1	4	4	6	8	4	4	4	7	3	5	2	9	2	8	2	10	13	6	2	2	2	9	1	6	2	0	0	4	7	4	1	3	6	6	1	
isogroup115886	16	10	51	24	24	16	17	13	14	22	10	23	24	28	19	23	34	13	20	31	16	6	18	19	14	19	16	23	12	25	28	13	20	5	25	17	44	13	25	34	11	4	11	12	18	5	16	12	7	0	26	16	16	7	19	24	17	11	
isogroup115887	0	1	2	0	0	0	1	0	1	0	0	1	2	0	2	0	1	0	0	0	0	0	0	2	2	1	2	2	1	0	3	1	0	0	0	1	0	2	0	2	0	0	2	0	0	2	0	0	0	0	2	1	1	1	1	2	0	0	
isogroup115888	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115892	0	1	2	1	2	0	2	4	0	1	1	0	0	3	0	3	2	1	4	3	1	1	0	1	2	2	1	1	1	5	2	0	2	0	1	0	3	0	5	0	0	0	4	0	1	2	1	0	1	0	2	3	0	0	2	0	1	2	
isogroup115894	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup115896	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup115898	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
isogroup115899	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
isogroup115901	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115903	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115904	24	5	79	38	25	12	35	27	19	28	22	31	34	31	25	20	40	18	31	37	41	6	18	26	19	18	25	37	15	36	35	19	30	12	28	30	60	12	44	29	21	4	13	24	25	7	31	10	15	2	40	25	24	3	14	35	20	22	
isogroup115906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115908	18	7	36	18	21	17	18	20	9	14	9	11	8	18	11	17	27	12	22	14	17	4	16	11	9	15	15	21	7	16	13	12	20	7	10	12	23	8	15	21	12	4	9	22	22	5	13	4	7	0	23	16	11	4	5	13	16	11	
isogroup115909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	
isogroup115910	5	4	19	2	8	8	14	8	10	11	4	7	10	9	8	14	18	10	12	15	14	1	3	10	19	6	17	9	9	8	12	7	8	6	12	8	7	10	14	17	9	8	7	10	7	2	13	4	3	2	10	18	8	1	3	12	8	10	
isogroup115912	3	4	14	12	7	4	7	4	5	6	10	1	11	12	5	5	12	3	14	14	9	2	2	10	8	6	13	5	3	2	12	4	7	4	1	7	11	7	7	12	8	0	5	6	4	6	19	0	3	0	17	17	4	3	6	10	6	4	
isogroup115917	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115920	10	1	12	9	8	6	4	7	7	2	5	3	13	9	8	2	12	7	7	9	5	1	5	6	4	8	8	8	4	8	8	4	4	2	6	9	15	2	7	14	9	4	3	5	4	1	9	3	2	2	10	11	10	0	1	5	8	4	
isogroup115923	11	4	45	15	16	7	17	15	9	10	12	13	13	22	3	8	26	3	14	9	10	2	8	6	6	5	20	13	10	14	11	6	10	3	17	4	16	4	17	19	8	3	10	17	10	3	10	9	6	0	13	13	6	1	12	11	6	10	
isogroup115924	3	3	21	1	5	6	6	4	4	3	8	6	9	12	7	8	17	2	11	8	7	4	5	4	4	5	1	12	4	10	14	10	4	5	11	6	12	5	12	10	4	0	5	4	9	2	9	4	6	0	16	9	6	1	7	5	6	1	
isogroup115926	6	3	27	16	6	4	12	8	5	3	4	6	7	10	6	7	10	3	5	11	8	1	4	10	9	11	4	5	6	4	11	2	11	3	9	5	13	3	6	11	3	0	7	3	10	4	4	4	5	0	9	4	5	5	7	12	4	2	
isogroup115927	19	8	39	11	12	23	16	12	20	16	13	19	26	17	11	22	26	9	14	24	16	10	12	19	18	12	16	16	11	20	19	8	16	12	13	6	14	7	19	14	19	2	16	17	21	6	6	10	3	1	20	10	6	10	14	19	7	11	
isogroup115928	0	0	3	1	3	0	3	4	2	2	3	2	1	4	1	2	0	2	0	2	1	3	2	2	1	4	0	2	0	1	0	1	1	1	1	0	1	1	2	2	1	0	1	3	2	0	1	1	1	1	0	1	1	2	4	2	3	0	
isogroup115929	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup115931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup115932	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup115935	7	0	10	6	7	5	1	2	5	9	5	9	1	8	5	4	11	3	5	6	4	2	5	4	3	2	9	5	7	8	3	2	4	4	7	3	7	3	1	8	3	0	2	2	2	3	5	0	1	0	2	2	2	0	2	5	1	1	
isogroup115939	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup115940	4	4	3	3	2	2	1	2	1	3	2	0	1	0	4	3	9	0	3	1	4	0	1	2	0	2	2	0	0	4	1	1	2	1	3	1	1	1	5	3	0	0	2	1	4	0	3	1	0	0	1	1	1	1	0	2	4	0	
isogroup115943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115945	25	11	49	31	14	15	44	20	15	19	21	26	24	30	32	22	24	11	30	31	25	10	15	28	21	18	23	25	21	40	32	19	23	10	31	26	44	17	22	36	14	4	17	19	13	7	17	12	5	0	26	19	15	5	8	20	23	8	
isogroup115946	52	32	144	40	60	40	97	51	58	35	40	26	59	57	44	59	63	23	71	73	46	22	28	31	48	35	43	51	31	58	74	28	44	17	31	36	68	24	36	65	38	14	36	26	47	24	38	20	17	4	47	53	28	21	30	45	30	31	
isogroup115949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115950	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115951	7	2	25	6	14	8	14	13	6	7	8	10	13	18	11	3	22	2	12	13	9	3	0	7	6	8	8	7	4	1	12	10	12	8	13	8	16	5	13	16	8	0	9	9	14	2	5	3	1	0	9	9	3	3	5	14	14	2	
isogroup115955	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup115956	1	0	1	3	0	0	0	1	0	1	1	1	3	2	1	1	1	0	0	1	0	4	0	0	0	0	1	2	0	0	0	1	1	0	1	0	1	0	1	1	3	0	0	0	0	0	2	1	0	0	0	0	2	0	2	0	0	0	
isogroup115957	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115958	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	
isogroup115960	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	
isogroup115961	1	0	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	
isogroup115963	7	10	29	8	14	5	13	11	7	7	8	8	15	15	12	12	21	2	11	21	10	2	10	11	3	9	7	17	4	6	18	5	9	2	16	10	18	7	17	27	5	0	4	9	6	5	14	7	1	1	14	18	12	1	2	11	9	3	
isogroup115964	27	26	69	53	29	31	44	38	21	22	32	26	40	32	26	28	35	19	28	44	22	13	23	17	25	11	30	36	25	35	36	19	12	15	25	20	53	22	38	40	28	6	10	25	63	11	46	23	22	4	59	44	33	23	24	40	36	30	
isogroup115965	9	4	8	12	10	6	12	7	6	5	7	5	10	8	8	3	14	3	3	1	4	2	5	4	6	8	4	17	5	4	12	7	10	2	3	2	12	4	6	8	7	1	6	2	12	3	13	3	3	1	5	4	3	4	3	10	3	4	
isogroup115966	7	8	28	9	12	3	6	6	4	5	5	4	10	9	7	3	14	2	10	9	12	1	3	6	7	10	6	10	7	5	8	4	6	1	8	3	19	5	11	14	8	1	8	3	13	1	16	2	2	1	20	9	6	2	3	12	6	6	
isogroup115967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115971	4	6	16	8	11	4	10	12	10	7	2	5	6	6	7	8	17	3	14	9	7	5	12	9	6	7	14	14	11	8	8	2	6	6	12	6	11	7	11	9	8	2	6	4	8	3	7	2	4	1	13	10	8	6	8	13	5	3	
isogroup115972	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup115974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup115975	0	1	0	0	0	0	2	1	2	0	0	0	2	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
isogroup115981	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115982	4	1	11	14	6	3	8	8	1	4	3	4	5	8	7	5	17	1	5	4	3	3	0	2	3	1	3	7	3	4	5	12	6	1	7	1	14	4	10	8	2	1	6	3	3	2	7	1	1	0	3	3	6	1	0	1	4	3	
isogroup115983	1	1	0	0	0	1	0	1	2	2	1	1	1	1	0	0	2	1	0	0	2	1	0	0	0	0	4	2	0	1	1	0	0	0	0	0	0	1	2	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	2	1	1	1	
isogroup115984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115985	17	8	51	17	8	1	17	14	12	7	10	2	19	8	14	11	16	8	9	8	11	3	4	11	8	4	10	8	3	21	16	4	12	2	12	8	22	10	16	16	3	0	4	8	11	4	16	2	10	3	14	14	12	1	3	7	9	13	
isogroup115986	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup115987	1	0	4	1	1	0	2	4	0	2	2	2	1	3	1	1	4	1	2	1	1	0	1	0	1	1	0	3	0	1	5	4	1	0	1	1	3	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	4	0	1	1	2	0	
isogroup115991	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup115992	1	0	1	2	4	0	1	2	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	1	2	1	0	0	0	1	0	1	1	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	
isogroup115993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
isogroup115994	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	1	0	0	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	
isogroup115995	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup115996	0	0	2	2	2	0	0	1	0	0	1	1	1	1	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	2	1	0	3	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	
isogroup115997	14	4	33	13	11	13	33	17	18	17	12	8	24	13	12	12	19	11	20	17	10	8	10	17	8	12	14	18	9	17	18	9	19	7	11	6	25	5	13	30	7	6	6	7	10	6	17	5	4	1	16	21	10	9	9	9	9	4	
isogroup115998	6	6	25	5	4	6	13	4	7	4	7	5	3	7	4	1	12	4	5	9	4	9	7	10	5	1	6	3	5	4	9	7	7	2	18	4	13	2	7	8	3	4	3	2	8	3	7	4	1	0	7	5	27	5	6	8	5	2	
isogroup116000	4	5	8	4	0	4	9	2	3	3	2	2	5	4	1	3	3	3	3	2	2	6	6	5	4	5	4	3	3	3	7	1	2	0	2	3	3	2	5	1	3	6	2	1	7	3	2	5	1	0	4	3	2	2	5	4	2	2	
isogroup116001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup116003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup116006	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	
